employee_id,job_role,total_required_skills,current_skills_count,matched_skills_count,missing_skills_count,career_readiness_pct,missing_skills_list,current_skills_list
104,Laboratory Technician,20,10,10,10,50.0,Active Learning|Billing software|Commercial plate reader software|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|Speaking,Active Listening|Critical Thinking|Data entry software|Database software|Google Docs|Microsoft Office software|Reading Comprehension|SAP software|Science|Writing
105,Research Scientist,22,10,10,12,45.45,Active Learning|Active Listening|Apache Kafka|Bash|C|Critical Thinking|Go|Learning Strategies|Monitoring|Reading Comprehension|Speaking|Writing,Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Spark|C++|Docker|Git|GitHub|Mathematics|Science
106,Sales Executive,19,12,12,7,63.16,Active Learning|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Salesforce software|Speaking
107,Research Scientist,22,13,13,9,59.09,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Kafka|Bash|C|Git|GitHub|Science,Active Listening|Apache Hadoop|Apache Spark|C++|Critical Thinking|Docker|Go|Learning Strategies|Mathematics|Monitoring|Reading Comprehension|Speaking|Writing
110,Manufacturing Director,20,9,9,11,45.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Microsoft Excel|Monitoring|Speaking,Active Listening|Adobe Creative Cloud software|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing
112,Manufacturing Director,20,16,16,4,80.0,Active Learning|Active Listening|Microsoft Office software|Writing,Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking
113,Sales Representative,19,8,8,11,42.11,Active Learning|Active Listening|Adobe Acrobat|Adobe InDesign|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Speaking|Writing,Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Monitoring
116,Laboratory Technician,20,10,10,10,50.0,Active Learning|Commercial plate reader software|Critical Thinking|Data entry software|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft Word|Science|Writing,Active Listening|Billing software|Database software|Google Docs|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Speaking
117,Healthcare Representative,19,9,9,10,47.37,Active Listening|Amazon Web Services AWS software|Critical Thinking|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Monitoring|Reading Comprehension|Salesforce software|Writing,Active Learning|Apache Hadoop|Google Analytics|Google Workspace software|Linux|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Speaking
118,Sales Executive,19,9,9,10,47.37,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Monitoring|Reading Comprehension,Active Learning|Adobe Acrobat|Adobe Photoshop|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Salesforce software|Speaking|Writing
119,Healthcare Representative,19,12,12,7,63.16,Active Listening|Critical Thinking|Intuit QuickBooks|Linux|Microsoft Office software|Speaking|Writing,Active Learning|Amazon Web Services AWS software|Apache Hadoop|Google Analytics|Google Workspace software|HubSpot software|IBM SPSS Statistics|Microsoft Excel|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software
120,Sales Executive,19,9,9,10,47.37,Active Learning|Adobe Creative Cloud software|Adobe Illustrator|Autodesk AutoCAD|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Speaking|Writing,Active Listening|Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Outlook|Monitoring
121,Sales Executive,19,9,9,10,47.37,Active Listening|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Writing,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Speaking
124,Healthcare Representative,19,12,12,7,63.16,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Microsoft Office software|Monitoring|Salesforce software|Writing,Active Learning|Critical Thinking|Google Analytics|Google Workspace software|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Speaking
125,Sales Executive,19,10,10,9,52.63,Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Monitoring|Reading Comprehension|Speaking,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Salesforce software|Writing
126,Research Director,22,12,12,10,54.55,Active Listening|Adobe Photoshop|ESRI ArcGIS software|Mathematics|Microsoft Access|Microsoft Excel|Microsoft Project|Monitoring|Reading Comprehension|Writing,Active Learning|Adobe Acrobat|Critical Thinking|IBM SPSS Statistics|Learning Strategies|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft SharePoint|Microsoft Visio|Science|Speaking
128,Sales Executive,19,8,8,11,42.11,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension,Active Learning|Apple macOS|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Salesforce software|Speaking|Writing
129,Sales Executive,19,8,8,11,42.11,Active Learning|Active Listening|Adobe Illustrator|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Monitoring|Reading Comprehension|Salesforce software|Writing,Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Speaking
131,Sales Executive,19,15,15,4,78.95,Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Speaking|Writing
132,Laboratory Technician,20,11,11,9,55.0,Billing software|Commercial plate reader software|Google Docs|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Science|Writing,Active Learning|Active Listening|Critical Thinking|Data entry software|Database software|MEDITECH software|Microsoft PowerPoint|Microsoft Word|Reading Comprehension|SAP software|Speaking
133,Human Resources,20,9,9,11,45.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Applicant tracking software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking|Workday software|Writing,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Critical Thinking|Learning Strategies|Microsoft Office software|Monitoring|Oracle HRIS
134,Research Scientist,22,9,9,13,40.91,Ansible software|Apache Kafka|Apache Spark|C|C++|Critical Thinking|Docker|Git|Learning Strategies|Mathematics|Monitoring|Science|Writing,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|Bash|GitHub|Go|Reading Comprehension|Speaking
137,Laboratory Technician,20,8,8,12,40.0,Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Science,Active Learning|Active Listening|Microsoft Office software|Monitoring|Reading Comprehension|SAP software|Speaking|Writing
138,Research Scientist,22,12,12,10,54.55,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|Bash|Critical Thinking|Docker|Go|Science,Active Listening|Apache Spark|C|C++|Git|GitHub|Learning Strategies|Mathematics|Monitoring|Reading Comprehension|Speaking|Writing
139,Healthcare Representative,19,11,11,8,57.89,Amazon Web Services AWS software|HubSpot software|IBM SPSS Statistics|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Writing,Active Learning|Active Listening|Apache Hadoop|Critical Thinking|Google Analytics|Google Workspace software|Intuit QuickBooks|Linux|Microsoft Excel|Salesforce software|Speaking
140,Manager,20,14,14,6,70.0,Adobe Creative Cloud software|Apache Hadoop|Learning Strategies|Microsoft Office software|Speaking|Writing,Active Learning|Active Listening|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension
141,Research Director,22,15,15,7,68.18,Adobe Photoshop|ESRI ArcGIS software|IBM SPSS Statistics|Mathematics|Microsoft Access|Microsoft Visio|Science,Active Learning|Active Listening|Adobe Acrobat|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Project|Microsoft SharePoint|Monitoring|Reading Comprehension|Speaking|Writing
142,Sales Executive,19,8,8,11,42.11,Active Listening|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Monitoring|Speaking|Writing,Active Learning|Adobe Acrobat|Adobe Illustrator|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Salesforce software
143,Research Scientist,22,9,9,13,40.91,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|C|Critical Thinking|Docker|Git|Go|Learning Strategies|Science,Apache Hadoop|Bash|C++|GitHub|Mathematics|Monitoring|Reading Comprehension|Speaking|Writing
144,Laboratory Technician,20,8,8,12,40.0,Active Learning|Billing software|Critical Thinking|Data entry software|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|SAP software|Science|Writing,Active Listening|Commercial plate reader software|Database software|Google Docs|Microsoft PowerPoint|Microsoft Word|Monitoring|Speaking
145,Healthcare Representative,19,12,12,7,63.16,Active Learning|Active Listening|Apache Hadoop|IBM SPSS Statistics|Intuit QuickBooks|Linux|Monitoring,Amazon Web Services AWS software|Critical Thinking|Google Analytics|Google Workspace software|HubSpot software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking|Writing
147,Laboratory Technician,20,10,10,10,50.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Critical Thinking|Database software|Microsoft Office software|Microsoft Word|Monitoring|Writing,Data entry software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|SAP software|Science|Speaking
148,Manager,20,13,13,7,65.0,Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Microsoft Office software,Active Learning|Active Listening|Adobe Acrobat|Apache Hadoop|Apple macOS|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Writing
150,Laboratory Technician,20,9,9,11,45.0,Active Listening|Commercial plate reader software|Database software|Google Docs|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Speaking,Active Learning|Billing software|Critical Thinking|Data entry software|MEDITECH software|Microsoft Office software|Microsoft Word|Science|Writing
151,Research Scientist,22,11,11,11,50.0,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|C|Critical Thinking|Docker|Git|GitHub|Speaking,Active Learning|Apache Spark|Bash|C++|Go|Learning Strategies|Mathematics|Monitoring|Reading Comprehension|Science|Writing
152,Sales Executive,19,10,10,9,52.63,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Autodesk AutoCAD|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking,Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Monitoring|Salesforce software|Writing
153,Manager,20,11,11,9,55.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Microsoft Excel|Monitoring|Reading Comprehension|Speaking|Writing,Active Listening|Adobe Creative Cloud software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint
154,Sales Executive,19,9,9,10,47.37,Adobe Acrobat|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Salesforce software|Speaking|Writing,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Critical Thinking|Microsoft PowerPoint|Monitoring|Reading Comprehension
155,Laboratory Technician,20,9,9,11,45.0,Active Learning|Billing software|Database software|Google Docs|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|SAP software|Writing,Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|MEDITECH software|Microsoft Office software|Reading Comprehension|Science|Speaking
158,Manager,20,13,13,7,65.0,Active Learning|Apache Hadoop|Atlassian JIRA|Autodesk AutoCAD|Microsoft Office software|Microsoft PowerPoint|Speaking,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Critical Thinking|Learning Strategies|Microsoft Excel|Monitoring|Reading Comprehension|Writing
159,Research Scientist,22,11,11,11,50.0,Active Listening|Ansible software|Apache Spark|C|Critical Thinking|Docker|Git|Go|Learning Strategies|Science|Speaking,Active Learning|Amazon Web Services AWS software|Apache Hadoop|Apache Kafka|Bash|C++|GitHub|Mathematics|Monitoring|Reading Comprehension|Writing
160,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Illustrator|Adobe Photoshop|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Salesforce software|Writing,Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking
161,Research Scientist,22,10,10,12,45.45,Amazon Web Services AWS software|Apache Kafka|Apache Spark|C|Docker|Git|GitHub|Go|Mathematics|Monitoring|Science|Speaking,Active Learning|Active Listening|Ansible software|Apache Hadoop|Bash|C++|Critical Thinking|Learning Strategies|Reading Comprehension|Writing
162,Research Director,22,14,14,8,63.64,Active Learning|Learning Strategies|Microsoft Access|Microsoft Excel|Microsoft Project|Microsoft Visio|Reading Comprehension|Speaking,Active Listening|Adobe Acrobat|Adobe Photoshop|Critical Thinking|ESRI ArcGIS software|IBM SPSS Statistics|Mathematics|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft SharePoint|Monitoring|Science|Writing
